Program_ID,Code,Label_Counterexample,Search_Steps
2850,"[('//', 'const_0', 'x0', 'v0'), ('*', 'x0', 'x3', 'v1'), ('//', 'x3', 'v1', 'v2'), ('*', 'x3', 'v2', 'v3'), ('*', 'v1', 'x7', 'v4'), ('+', 'v2', 'v1', 'v5'), ('//', 'const_1', 'x0', 'v6'), ('//', 'v4', 'const_1', 'v7'), ('//', 'v0', 'v4', 'v8'), ('+', 'const_0', 'x0', 'v9')]","(1, 0, 0, 0, 0, 0, 0, 0, 0, 0)",513
2851,"[('//', 'x8', 'const_1', 'v0'), ('*', 'x9', 'x8', 'v1'), ('*', 'x6', 'x4', 'v2'), ('*', 'x6', 'x3', 'v3'), ('//', 'x9', 'v2', 'v4'), ('+', 'x8', 'x3', 'v5'), ('//', 'x5', 'x7', 'v6'), ('//', 'x6', 'x1', 'v7'), ('*', 'v4', 'v4', 'v8'), ('+', 'v4', 'v0', 'v9')]","(0, 0, 0, 0, 0, 0, 0, 0, 1, 0)",3
2852,"[('*', 'const_0', 'x1', 'v0'), ('*', 'const_0', 'x2', 'v1'), ('+', 'const_1', 'const_1', 'v2'), ('*', 'const_1', 'x7', 'v3'), ('+', 'x4', 'v1', 'v4'), ('+', 'v1', 'x2', 'v5'), ('*', 'v3', 'x4', 'v6'), ('*', 'x6', 'const_0', 'v7'), ('//', 'v3', 'v4', 'v8'), ('//', 'v5', 'x6', 'v9')]","(0, 0, 1, 0, 0, 0, 1, 0, 0, 0)",137
2853,"[('//', 'x7', 'x7', 'v0'), ('*', 'x1', 'x2', 'v1'), ('+', 'x0', 'const_0', 'v2'), ('+', 'x3', 'x5', 'v3'), ('*', 'v2', 'x9', 'v4'), ('*', 'x5', 'v2', 'v5'), ('*', 'x1', 'v2', 'v6'), ('*', 'v4', 'v1', 'v7'), ('*', 'x3', 'const_1', 'v8'), ('*', 'x2', 'v0', 'v9')]","(0, 0, 1, 0, 0, 0, 0, 1, 0, 0)",133
2854,"[('*', 'const_0', 'x2', 'v0'), ('+', 'x4', 'x1', 'v1'), ('+', 'x0', 'x7', 'v2'), ('+', 'x7', 'x0', 'v3'), ('//', 'x6', 'v2', 'v4'), ('+', 'x9', 'x7', 'v5'), ('//', 'x4', 'x1', 'v6'), ('+', 'x8', 'const_1', 'v7'), ('//', 'x8', 'v6', 'v8'), ('*', 'x4', 'x7', 'v9')]","(0, 0, 0, 0, 1, 0, 0, 1, 0, 0)",37
2855,"[('*', 'x9', 'x4', 'v0'), ('+', 'x4', 'x2', 'v1'), ('*', 'x5', 'x7', 'v2'), ('*', 'const_0', 'x2', 'v3'), ('*', 'x3', 'x6', 'v4'), ('*', 'x9', 'const_1', 'v5'), ('+', 'x8', 'x2', 'v6'), ('//', 'x2', 'x2', 'v7'), ('*', 'x8', 'x9', 'v8'), ('+', 'const_0', 'x6', 'v9')]","(0, 0, 0, 0, 0, 0, 1, 0, 0, 0)",9
2856,"[('*', 'x8', 'x1', 'v0'), ('*', 'x8', 'const_0', 'v1'), ('*', 'x0', 'x1', 'v2'), ('+', 'const_0', 'x8', 'v3'), ('+', 'v0', 'x6', 'v4'), ('*', 'x9', 'v3', 'v5'), ('//', 'x5', 'v5', 'v6'), ('//', 'v1', 'x5', 'v7'), ('*', 'v0', 'v4', 'v8'), ('+', 'const_1', 'x1', 'v9')]","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1
2857,"[('//', 'x4', 'x2', 'v0'), ('+', 'x4', 'x9', 'v1'), ('+', 'x7', 'x5', 'v2'), ('//', 'v1', 'x8', 'v3'), ('+', 'v2', 'x2', 'v4'), ('*', 'x4', 'x0', 'v5'), ('//', 'v1', 'v1', 'v6'), ('+', 'x5', 'x2', 'v7'), ('//', 'v3', 'x7', 'v8'), ('*', 'x1', 'v3', 'v9')]","(0, 1, 0, 0, 0, 0, 0, 0, 1, 1)",260
2858,"[('+', 'x0', 'x5', 'v0'), ('//', 'x2', 'x0', 'v1'), ('*', 'x8', 'x8', 'v2'), ('//', 'x6', 'const_1', 'v3'), ('//', 'x3', 'x4', 'v4'), ('+', 'x1', 'x0', 'v5'), ('*', 'x3', 'const_1', 'v6'), ('+', 'x7', 'x1', 'v7'), ('+', 'v3', 'x0', 'v8'), ('+', 'x4', 'x0', 'v9')]","(0, 0, 0, 0, 1, 0, 0, 0, 0, 0)",33
2859,"[('+', 'const_0', 'x8', 'v0'), ('*', 'x8', 'x4', 'v1'), ('//', 'x1', 'v0', 'v2'), ('*', 'x4', 'x2', 'v3'), ('//', 'x3', 'x9', 'v4'), ('//', 'v2', 'x1', 'v5'), ('*', 'const_1', 'x5', 'v6'), ('+', 'x7', 'v4', 'v7'), ('+', 'v3', 'v1', 'v8'), ('+', 'x9', 'v0', 'v9')]","(0, 0, 0, 0, 0, 0, 0, 0, 0, 1)",2
2860,"[('+', 'x5', 'x2', 'v0'), ('+', 'x2', 'x4', 'v1'), ('*', 'x4', 'x0', 'v2'), ('+', 'x0', 'x8', 'v3'), ('//', 'v0', 'v1', 'v4'), ('*', 'x4', 'x3', 'v5'), ('+', 'v4', 'x5', 'v6'), ('+', 'x9', 'v6', 'v7'), ('//', 'x5', 'x1', 'v8'), ('+', 'const_0', 'const_1', 'v9')]","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1
2861,"[('+', 'const_1', 'x1', 'v0'), ('//', 'x8', 'x9', 'v1'), ('*', 'x2', 'x6', 'v2'), ('+', 'x2', 'x7', 'v3'), ('//', 'v1', 'x7', 'v4'), ('*', 'v2', 'x5', 'v5'), ('+', 'x2', 'x1', 'v6'), ('*', 'v4', 'v4', 'v7'), ('*', 'v4', 'x7', 'v8'), ('+', 'v3', 'x8', 'v9')]","(0, 0, 0, 0, 0, 0, 0, 0, 1, 0)",3
2862,"[('+', 'const_1', 'x9', 'v0'), ('*', 'v0', 'x1', 'v1'), ('//', 'x0', 'x5', 'v2'), ('//', 'x9', 'x0', 'v3'), ('+', 'x5', 'x7', 'v4'), ('//', 'x1', 'v2', 'v5'), ('+', 'v4', 'x4', 'v6'), ('*', 'v2', 'v4', 'v7'), ('//', 'v4', 'x3', 'v8'), ('+', 'v3', 'x3', 'v9')]","(0, 0, 0, 1, 0, 0, 0, 0, 0, 0)",65
2863,"[('+', 'x8', 'x2', 'v0'), ('+', 'const_0', 'const_0', 'v1'), ('+', 'x9', 'x0', 'v2'), ('*', 'x6', 'v2', 'v3'), ('//', 'x3', 'x8', 'v4'), ('//', 'const_1', 'x0', 'v5'), ('*', 'x6', 'x5', 'v6'), ('//', 'v3', 'x2', 'v7'), ('//', 'x7', 'x3', 'v8'), ('*', 'x5', 'x2', 'v9')]","(0, 0, 1, 0, 0, 1, 0, 0, 0, 0)",145
2864,"[('+', 'x5', 'x9', 'v0'), ('+', 'x3', 'const_0', 'v1'), ('+', 'const_0', 'v0', 'v2'), ('*', 'x9', 'x4', 'v3'), ('*', 'v1', 'const_0', 'v4'), ('+', 'const_0', 'v3', 'v5'), ('//', 'v4', 'v3', 'v6'), ('+', 'x1', 'x2', 'v7'), ('//', 'x6', 'v5', 'v8'), ('+', 'x6', 'x3', 'v9')]","(0, 0, 0, 0, 0, 0, 1, 0, 0, 0)",9
2865,"[('+', 'const_1', 'x7', 'v0'), ('//', 'x1', 'x4', 'v1'), ('//', 'x6', 'const_1', 'v2'), ('+', 'x4', 'const_0', 'v3'), ('*', 'x3', 'const_1', 'v4'), ('+', 'x6', 'v3', 'v5'), ('*', 'v2', 'v0', 'v6'), ('*', 'x2', 'v5', 'v7'), ('*', 'v5', 'v1', 'v8'), ('//', 'x8', 'x4', 'v9')]","(0, 0, 0, 0, 1, 0, 0, 0, 1, 0)",35
2866,"[('*', 'x6', 'x1', 'v0'), ('+', 'const_1', 'x9', 'v1'), ('*', 'x2', 'x9', 'v2'), ('+', 'x2', 'x4', 'v3'), ('*', 'v1', 'x1', 'v4'), ('+', 'v2', 'v1', 'v5'), ('+', 'x1', 'x0', 'v6'), ('//', 'x3', 'x3', 'v7'), ('//', 'x3', 'x4', 'v8'), ('*', 'x2', 'x3', 'v9')]","(0, 0, 1, 1, 0, 0, 0, 0, 0, 0)",193
2867,"[('*', 'const_1', 'x9', 'v0'), ('+', 'const_1', 'const_1', 'v1'), ('*', 'x3', 'x7', 'v2'), ('*', 'v2', 'x1', 'v3'), ('*', 'x0', 'x8', 'v4'), ('*', 'x2', 'x5', 'v5'), ('//', 'x2', 'v3', 'v6'), ('+', 'x3', 'x9', 'v7'), ('*', 'x9', 'v0', 'v8'), ('+', 'v8', 'v8', 'v9')]","(0, 0, 0, 0, 0, 0, 0, 0, 0, 1)",2
2868,"[('//', 'x8', 'const_1', 'v0'), ('*', 'x5', 'x2', 'v1'), ('//', 'x2', 'x8', 'v2'), ('//', 'x6', 'x6', 'v3'), ('//', 'x4', 'const_1', 'v4'), ('*', 'v2', 'v0', 'v5'), ('//', 'x6', 'v2', 'v6'), ('+', 'v1', 'x3', 'v7'), ('//', 'v5', 'v3', 'v8'), ('+', 'const_1', 'x1', 'v9')]","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1
2869,"[('//', 'x3', 'const_1', 'v0'), ('//', 'const_1', 'x4', 'v1'), ('//', 'x5', 'x4', 'v2'), ('//', 'x7', 'v0', 'v3'), ('*', 'x2', 'v3', 'v4'), ('//', 'const_1', 'const_1', 'v5'), ('*', 'v3', 'v4', 'v6'), ('//', 'x0', 'v2', 'v7'), ('+', 'v6', 'x5', 'v8'), ('+', 'x6', 'x1', 'v9')]","(0, 0, 0, 0, 0, 0, 1, 0, 0, 0)",9
2870,"[('//', 'x7', 'x2', 'v0'), ('*', 'x6', 'x7', 'v1'), ('*', 'const_1', 'x3', 'v2'), ('*', 'v1', 'x4', 'v3'), ('+', 'x0', 'x4', 'v4'), ('*', 'x6', 'x3', 'v5'), ('*', 'x7', 'v0', 'v6'), ('*', 'x2', 'v2', 'v7'), ('//', 'v0', 'v2', 'v8'), ('//', 'x1', 'x5', 'v9')]","(0, 1, 0, 0, 0, 1, 0, 0, 0, 0)",273
2871,"[('//', 'x3', 'x3', 'v0'), ('+', 'x8', 'x2', 'v1'), ('//', 'x0', 'x0', 'v2'), ('+', 'const_0', 'x7', 'v3'), ('+', 'v0', 'x5', 'v4'), ('+', 'v4', 'x4', 'v5'), ('+', 'v1', 'x1', 'v6'), ('+', 'x6', 'x7', 'v7'), ('+', 'v4', 'v2', 'v8'), ('//', 'x8', 'v0', 'v9')]","(0, 0, 0, 1, 0, 0, 0, 0, 1, 0)",67
2872,"[('+', 'x8', 'x2', 'v0'), ('//', 'v0', 'v0', 'v1'), ('+', 'const_0', 'const_1', 'v2'), ('//', 'x7', 'x2', 'v3'), ('+', 'const_1', 'v3', 'v4'), ('+', 'x0', 'v2', 'v5'), ('+', 'x7', 'x4', 'v6'), ('//', 'v1', 'x3', 'v7'), ('*', 'x2', 'const_0', 'v8'), ('*', 'x5', 'v2', 'v9')]","(0, 0, 0, 0, 0, 1, 0, 0, 0, 0)",17
2873,"[('//', 'x9', 'x3', 'v0'), ('+', 'x3', 'x5', 'v1'), ('+', 'x8', 'const_0', 'v2'), ('//', 'x0', 'x8', 'v3'), ('*', 'x2', 'x7', 'v4'), ('+', 'v4', 'const_0', 'v5'), ('//', 'x4', 'const_1', 'v6'), ('//', 'x9', 'v4', 'v7'), ('//', 'v3', 'x9', 'v8'), ('+', 'const_1', 'x6', 'v9')]","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1
2874,"[('+', 'x3', 'x7', 'v0'), ('*', 'x7', 'x1', 'v1'), ('//', 'x6', 'x1', 'v2'), ('+', 'x8', 'x8', 'v3'), ('+', 'x9', 'x1', 'v4'), ('*', 'x8', 'v1', 'v5'), ('+', 'x1', 'x9', 'v6'), ('*', 'v4', 'const_1', 'v7'), ('+', 'v5', 'v7', 'v8'), ('+', 'x1', 'x4', 'v9')]","(0, 0, 0, 0, 1, 0, 0, 0, 0, 0)",33
2875,"[('//', 'x1', 'x0', 'v0'), ('//', 'v0', 'x1', 'v1'), ('//', 'v0', 'x5', 'v2'), ('*', 'const_0', 'x0', 'v3'), ('//', 'x2', 'x4', 'v4'), ('//', 'x9', 'v0', 'v5'), ('*', 'v1', 'x2', 'v6'), ('+', 'v2', 'x4', 'v7'), ('+', 'x5', 'v1', 'v8'), ('//', 'x8', 'v4', 'v9')]","(0, 0, 1, 0, 1, 0, 0, 0, 1, 0)",163
2876,"[('//', 'x9', 'const_1', 'v0'), ('//', 'x9', 'x7', 'v1'), ('*', 'v0', 'v0', 'v2'), ('//', 'x7', 'v1', 'v3'), ('//', 'v3', 'v2', 'v4'), ('*', 'v0', 'x4', 'v5'), ('*', 'v3', 'const_1', 'v6'), ('+', 'const_0', 'x0', 'v7'), ('//', 'x2', 'const_1', 'v8'), ('+', 'v4', 'v5', 'v9')]","(0, 0, 0, 0, 0, 0, 0, 1, 0, 1)",6
2877,"[('*', 'const_0', 'x8', 'v0'), ('+', 'x1', 'x2', 'v1'), ('//', 'x2', 'x7', 'v2'), ('*', 'const_1', 'x7', 'v3'), ('+', 'x6', 'v0', 'v4'), ('//', 'v0', 'v3', 'v5'), ('//', 'v4', 'v0', 'v6'), ('//', 'v4', 'x1', 'v7'), ('*', 'const_1', 'v7', 'v8'), ('+', 'x3', 'x1', 'v9')]","(0, 0, 0, 1, 0, 0, 0, 0, 0, 0)",65
2878,"[('//', 'x8', 'x5', 'v0'), ('*', 'x2', 'x2', 'v1'), ('+', 'x2', 'v0', 'v2'), ('*', 'x6', 'x3', 'v3'), ('//', 'const_0', 'x5', 'v4'), ('//', 'x8', 'v1', 'v5'), ('*', 'x8', 'x1', 'v6'), ('+', 'const_0', 'v3', 'v7'), ('//', 'x9', 'x9', 'v8'), ('//', 'x8', 'v8', 'v9')]","(0, 0, 0, 0, 0, 0, 0, 0, 1, 1)",4
2879,"[('*', 'x6', 'x6', 'v0'), ('*', 'x8', 'x8', 'v1'), ('+', 'x5', 'const_0', 'v2'), ('//', 'x9', 'x2', 'v3'), ('//', 'x5', 'x6', 'v4'), ('//', 'x8', 'x1', 'v5'), ('+', 'v2', 'v3', 'v6'), ('+', 'x3', 'x9', 'v7'), ('+', 'v7', 'x6', 'v8'), ('//', 'x3', 'v4', 'v9')]","(0, 0, 0, 1, 0, 1, 1, 0, 0, 0)",89
2880,"[('//', 'const_1', 'x7', 'v0'), ('+', 'x5', 'x2', 'v1'), ('+', 'const_1', 'x2', 'v2'), ('*', 'x1', 'v2', 'v3'), ('*', 'x6', 'const_1', 'v4'), ('*', 'x3', 'v0', 'v5'), ('*', 'x6', 'x8', 'v6'), ('//', 'x3', 'x9', 'v7'), ('//', 'x7', 'v6', 'v8'), ('+', 'v6', 'v5', 'v9')]","(0, 0, 0, 0, 0, 0, 1, 0, 1, 0)",11
2881,"[('+', 'x1', 'x0', 'v0'), ('+', 'x6', 'x2', 'v1'), ('//', 'x9', 'x1', 'v2'), ('//', 'const_1', 'x6', 'v3'), ('*', 'x6', 'x1', 'v4'), ('//', 'v2', 'const_1', 'v5'), ('//', 'v3', 'x8', 'v6'), ('*', 'x0', 'const_0', 'v7'), ('//', 'x9', 'x4', 'v8'), ('*', 'x3', 'x5', 'v9')]","(0, 0, 0, 1, 0, 1, 0, 0, 0, 0)",81
2882,"[('*', 'const_0', 'x2', 'v0'), ('+', 'x9', 'x1', 'v1'), ('//', 'x8', 'x7', 'v2'), ('*', 'x2', 'x0', 'v3'), ('+', 'v2', 'const_0', 'v4'), ('*', 'x9', 'x2', 'v5'), ('+', 'v0', 'v3', 'v6'), ('//', 'v4', 'v1', 'v7'), ('*', 'v4', 'x0', 'v8'), ('*', 'x1', 'x8', 'v9')]","(0, 1, 0, 0, 0, 0, 0, 0, 1, 0)",259
2883,"[('//', 'x0', 'x0', 'v0'), ('+', 'x2', 'const_0', 'v1'), ('*', 'x3', 'x1', 'v2'), ('+', 'x4', 'const_0', 'v3'), ('//', 'x6', 'x2', 'v4'), ('+', 'v0', 'v3', 'v5'), ('//', 'x2', 'const_1', 'v6'), ('*', 'v6', 'const_1', 'v7'), ('//', 'v0', 'x5', 'v8'), ('+', 'v6', 'x5', 'v9')]","(0, 0, 0, 0, 0, 1, 0, 0, 0, 0)",17
2884,"[('+', 'x0', 'x6', 'v0'), ('+', 'x1', 'x6', 'v1'), ('+', 'x0', 'const_0', 'v2'), ('+', 'const_0', 'x6', 'v3'), ('*', 'const_1', 'v1', 'v4'), ('+', 'const_1', 'x7', 'v5'), ('*', 'v1', 'x3', 'v6'), ('*', 'x6', 'x1', 'v7'), ('*', 'const_0', 'v3', 'v8'), ('*', 'x3', 'v5', 'v9')]","(0, 0, 0, 1, 0, 0, 0, 0, 0, 0)",65
2885,"[('//', 'const_1', 'x8', 'v0'), ('//', 'x5', 'x7', 'v1'), ('//', 'const_1', 'x3', 'v2'), ('*', 'x0', 'const_0', 'v3'), ('//', 'v1', 'v2', 'v4'), ('//', 'x0', 'v3', 'v5'), ('+', 'v4', 'v2', 'v6'), ('*', 'x9', 'const_1', 'v7'), ('+', 'v7', 'v1', 'v8'), ('*', 'x8', 'x6', 'v9')]","(0, 0, 0, 0, 0, 0, 1, 0, 1, 0)",11
2886,"[('*', 'x4', 'x9', 'v0'), ('+', 'v0', 'x3', 'v1'), ('//', 'x2', 'x4', 'v2'), ('+', 'v1', 'x0', 'v3'), ('+', 'const_1', 'v2', 'v4'), ('+', 'const_1', 'x1', 'v5'), ('//', 'x2', 'v4', 'v6'), ('+', 'x1', 'x6', 'v7'), ('//', 'v2', 'v2', 'v8'), ('+', 'v0', 'v4', 'v9')]","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1
2887,"[('//', 'x9', 'x1', 'v0'), ('//', 'const_1', 'x5', 'v1'), ('//', 'x0', 'v0', 'v2'), ('+', 'v0', 'const_1', 'v3'), ('*', 'x2', 'v0', 'v4'), ('//', 'const_0', 'x3', 'v5'), ('*', 'x2', 'v5', 'v6'), ('+', 'x6', 'x8', 'v7'), ('*', 'v5', 'x7', 'v8'), ('+', 'x4', 'v4', 'v9')]","(0, 0, 0, 0, 1, 0, 0, 0, 0, 0)",33
2888,"[('//', 'const_1', 'x0', 'v0'), ('//', 'x3', 'v0', 'v1'), ('//', 'const_1', 'const_1', 'v2'), ('//', 'x4', 'v2', 'v3'), ('+', 'x5', 'x0', 'v4'), ('*', 'v2', 'x1', 'v5'), ('+', 'v1', 'x7', 'v6'), ('*', 'x6', 'x6', 'v7'), ('*', 'const_0', 'v4', 'v8'), ('*', 'const_0', 'v7', 'v9')]",None,1024
2889,"[('*', 'x6', 'x8', 'v0'), ('//', 'x8', 'v0', 'v1'), ('+', 'x0', 'x5', 'v2'), ('*', 'x7', 'x6', 'v3'), ('*', 'v0', 'x7', 'v4'), ('*', 'v0', 'const_0', 'v5'), ('//', 'x2', 'x0', 'v6'), ('+', 'v4', 'v4', 'v7'), ('*', 'x0', 'x8', 'v8'), ('//', 'v8', 'v0', 'v9')]","(1, 0, 0, 0, 0, 0, 1, 0, 1, 0)",523
2890,"[('*', 'x3', 'x2', 'v0'), ('+', 'x0', 'x2', 'v1'), ('+', 'x5', 'x5', 'v2'), ('*', 'const_0', 'x0', 'v3'), ('*', 'x0', 'x4', 'v4'), ('+', 'x5', 'const_0', 'v5'), ('*', 'x9', 'x9', 'v6'), ('//', 'x0', 'v5', 'v7'), ('//', 'x9', 'x8', 'v8'), ('+', 'v7', 'const_1', 'v9')]","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1
2891,"[('+', 'x0', 'const_1', 'v0'), ('//', 'x1', 'x4', 'v1'), ('+', 'x8', 'x3', 'v2'), ('+', 'x1', 'x9', 'v3'), ('+', 'v0', 'x4', 'v4'), ('+', 'x8', 'x7', 'v5'), ('*', 'x9', 'const_0', 'v6'), ('+', 'x8', 'x7', 'v7'), ('*', 'x0', 'x2', 'v8'), ('+', 'const_1', 'v3', 'v9')]","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1
2892,"[('//', 'x7', 'x4', 'v0'), ('*', 'const_0', 'x4', 'v1'), ('//', 'v1', 'x8', 'v2'), ('*', 'const_1', 'v1', 'v3'), ('+', 'x0', 'x9', 'v4'), ('//', 'const_0', 'x3', 'v5'), ('+', 'x9', 'x1', 'v6'), ('*', 'v1', 'v2', 'v7'), ('//', 'x4', 'const_1', 'v8'), ('*', 'x5', 'v7', 'v9')]",None,1024
2893,"[('+', 'const_1', 'const_0', 'v0'), ('//', 'x0', 'x4', 'v1'), ('//', 'x7', 'const_1', 'v2'), ('//', 'const_1', 'x0', 'v3'), ('+', 'x2', 'x9', 'v4'), ('*', 'v2', 'x1', 'v5'), ('+', 'v4', 'v4', 'v6'), ('+', 'x4', 'const_0', 'v7'), ('*', 'x4', 'x1', 'v8'), ('*', 'v7', 'v3', 'v9')]","(1, 0, 0, 0, 1, 0, 0, 0, 0, 0)",545
2894,"[('+', 'x3', 'x1', 'v0'), ('*', 'const_0', 'const_0', 'v1'), ('+', 'x9', 'v0', 'v2'), ('*', 'x1', 'x5', 'v3'), ('//', 'v3', 'x2', 'v4'), ('//', 'v1', 'x7', 'v5'), ('//', 'x9', 'x8', 'v6'), ('*', 'x2', 'v5', 'v7'), ('//', 'v4', 'v2', 'v8'), ('+', 'x9', 'x7', 'v9')]","(0, 0, 0, 0, 0, 0, 0, 0, 0, 1)",2
2895,"[('+', 'x1', 'x2', 'v0'), ('*', 'v0', 'x6', 'v1'), ('//', 'x5', 'x5', 'v2'), ('+', 'const_0', 'x8', 'v3'), ('+', 'x2', 'x9', 'v4'), ('//', 'const_0', 'x6', 'v5'), ('*', 'x8', 'v5', 'v6'), ('//', 'x0', 'const_1', 'v7'), ('//', 'v2', 'x0', 'v8'), ('*', 'const_0', 'v6', 'v9')]",None,1024
2896,"[('+', 'x2', 'x2', 'v0'), ('+', 'x2', 'x2', 'v1'), ('+', 'x3', 'x4', 'v2'), ('*', 'x3', 'x2', 'v3'), ('//', 'x3', 'x9', 'v4'), ('*', 'x1', 'const_0', 'v5'), ('//', 'x2', 'v3', 'v6'), ('//', 'x4', 'v6', 'v7'), ('*', 'x8', 'x2', 'v8'), ('//', 'x5', 'v2', 'v9')]","(0, 0, 0, 0, 1, 1, 0, 0, 0, 0)",49
2897,"[('*', 'const_0', 'x7', 'v0'), ('*', 'x6', 'x3', 'v1'), ('+', 'x7', 'const_0', 'v2'), ('*', 'v2', 'x4', 'v3'), ('*', 'x9', 'x9', 'v4'), ('*', 'const_1', 'x9', 'v5'), ('//', 'v4', 'x8', 'v6'), ('*', 'x5', 'x2', 'v7'), ('//', 'const_0', 'x3', 'v8'), ('+', 'x6', 'x8', 'v9')]","(0, 0, 0, 0, 0, 0, 0, 0, 1, 0)",3
2898,"[('*', 'x0', 'x9', 'v0'), ('+', 'x2', 'const_0', 'v1'), ('*', 'const_1', 'x4', 'v2'), ('*', 'x7', 'v1', 'v3'), ('//', 'x3', 'x2', 'v4'), ('*', 'x5', 'v2', 'v5'), ('+', 'x7', 'v3', 'v6'), ('*', 'const_0', 'x4', 'v7'), ('*', 'v5', 'x5', 'v8'), ('//', 'v1', 'x4', 'v9')]","(0, 0, 1, 0, 1, 0, 0, 0, 0, 0)",161
2899,"[('//', 'x9', 'x0', 'v0'), ('*', 'const_0', 'v0', 'v1'), ('*', 'v1', 'x0', 'v2'), ('//', 'x5', 'const_1', 'v3'), ('//', 'const_0', 'const_1', 'v4'), ('//', 'x3', 'x8', 'v5'), ('+', 'x7', 'x4', 'v6'), ('//', 'x6', 'x0', 'v7'), ('*', 'x1', 'v4', 'v8'), ('*', 'v6', 'v3', 'v9')]","(0, 0, 0, 0, 0, 1, 0, 1, 0, 0)",21
2900,"[('+', 'x4', 'x3', 'v0'), ('//', 'x7', 'v0', 'v1'), ('+', 'x0', 'x3', 'v2'), ('//', 'x9', 'v0', 'v3'), ('+', 'x8', 'x5', 'v4'), ('//', 'v0', 'x4', 'v5'), ('*', 'x6', 'x9', 'v6'), ('*', 'x2', 'v0', 'v7'), ('+', 'x3', 'v3', 'v8'), ('+', 'x7', 'x5', 'v9')]","(0, 0, 0, 0, 0, 0, 0, 1, 0, 0)",5
2901,"[('//', 'x6', 'x0', 'v0'), ('*', 'x1', 'const_0', 'v1'), ('*', 'const_0', 'x2', 'v2'), ('*', 'const_0', 'x8', 'v3'), ('//', 'x5', 'x1', 'v4'), ('//', 'x0', 'x6', 'v5'), ('//', 'x5', 'x4', 'v6'), ('+', 'x3', 'x8', 'v7'), ('*', 'v0', 'x9', 'v8'), ('*', 'x6', 'x1', 'v9')]","(0, 1, 0, 0, 0, 0, 1, 0, 0, 0)",265
2902,"[('*', 'x6', 'const_1', 'v0'), ('+', 'x4', 'x8', 'v1'), ('+', 'x2', 'v0', 'v2'), ('+', 'x7', 'x6', 'v3'), ('*', 'x2', 'x4', 'v4'), ('+', 'v4', 'x6', 'v5'), ('//', 'v0', 'v0', 'v6'), ('//', 'x7', 'v3', 'v7'), ('*', 'v7', 'v3', 'v8'), ('//', 'x4', 'v4', 'v9')]","(0, 0, 1, 0, 1, 0, 0, 0, 0, 0)",161
2903,"[('*', 'x1', 'x1', 'v0'), ('*', 'const_1', 'x3', 'v1'), ('//', 'x5', 'x8', 'v2'), ('*', 'const_0', 'v2', 'v3'), ('*', 'x5', 'v1', 'v4'), ('*', 'x1', 'x7', 'v5'), ('*', 'v0', 'v4', 'v6'), ('+', 'v2', 'v2', 'v7'), ('+', 'x7', 'x7', 'v8'), ('//', 'v1', 'v3', 'v9')]",None,1024
2904,"[('+', 'x6', 'x8', 'v0'), ('*', 'const_1', 'x6', 'v1'), ('*', 'x9', 'x0', 'v2'), ('+', 'v2', 'v1', 'v3'), ('+', 'x3', 'v0', 'v4'), ('//', 'x2', 'x2', 'v5'), ('*', 'v2', 'x3', 'v6'), ('//', 'v5', 'x9', 'v7'), ('*', 'x4', 'x4', 'v8'), ('+', 'x1', 'x5', 'v9')]","(0, 0, 0, 0, 0, 1, 0, 0, 0, 0)",17
2905,"[('//', 'x9', 'const_1', 'v0'), ('*', 'x5', 'x8', 'v1'), ('//', 'x6', 'x5', 'v2'), ('//', 'v0', 'const_1', 'v3'), ('*', 'const_1', 'v2', 'v4'), ('//', 'x0', 'x9', 'v5'), ('+', 'v2', 'const_1', 'v6'), ('*', 'const_0', 'x4', 'v7'), ('+', 'x5', 'x2', 'v8'), ('//', 'v3', 'v2', 'v9')]","(0, 0, 0, 0, 0, 1, 1, 0, 0, 1)",26
2906,"[('+', 'x4', 'const_0', 'v0'), ('+', 'x6', 'x1', 'v1'), ('*', 'x4', 'x7', 'v2'), ('//', 'x3', 'x6', 'v3'), ('*', 'const_0', 'x0', 'v4'), ('*', 'x0', 'x9', 'v5'), ('+', 'x9', 'v2', 'v6'), ('+', 'x9', 'x1', 'v7'), ('*', 'x5', 'x2', 'v8'), ('*', 'x4', 'v5', 'v9')]","(1, 0, 0, 0, 1, 0, 0, 0, 0, 1)",546
2907,"[('*', 'x1', 'x9', 'v0'), ('+', 'x5', 'x6', 'v1'), ('+', 'v1', 'x9', 'v2'), ('+', 'x9', 'x2', 'v3'), ('//', 'x8', 'x0', 'v4'), ('//', 'v1', 'v2', 'v5'), ('//', 'v2', 'x7', 'v6'), ('*', 'x4', 'x2', 'v7'), ('//', 'const_1', 'x3', 'v8'), ('*', 'x2', 'x3', 'v9')]","(0, 0, 1, 1, 0, 0, 0, 0, 0, 0)",193
